,Difference_In_Median_Brca,P_Value_Brca,Difference_In_Median_Endo,P_Value_Endo,Difference_In_Median,P_Value
PDGFRL,,,-0.4545,0.04921191073108749,,
PDHA1,-0.4532,0.03988753105281915,0.214455,0.02441810194726501,,
PDHB,-0.23685,0.03126725317538727,0.13402,0.03862190591702984,,
PDHX,-0.8229500000000001,0.001343417742482959,,,,
PDIA3,-0.514,0.024882386256429044,,,,
PDPR,-0.7515000000000001,0.016310260839416422,,,,
PDXP,-0.2868,0.02995991998845039,,,,
PELO,,,-0.198,0.02379308703855236,,
PER1,1.3409,0.04738077812920319,,,,
PET117,-0.9847,0.02988326984407445,0.374,0.009157439955958585,,
PEX19,0.7667999999999999,0.0013017958982434942,,,,
PFN2,-1.3366,0.024025299691910588,,,,
PGAM5,-0.9604,0.000886690008858098,0.1905,0.010956827850701208,,
PGM2L1,0.9746,0.029517429094906913,,,,
PGRMC1,,,,,-0.3711,0.02231357283444249
PGS1,-0.3599,0.02937424658197109,,,,
PHB,-0.4627,0.007053737383517092,0.21689000000000005,0.042719798532171394,,
PHF14,,,0.1031,0.03329103801314323,,
PHF21B,-1.03955,0.02494402475093458,,,,
PHF5A,,,,,0.204,0.005672808606432661
PHGDH,,,0.5912,0.022691559312852518,,
PHYH,-1.0009,0.02182045642278889,,,,
PHYHD1,,,-0.392,0.011959623916912444,,
PIAS2,,,0.2702,0.02095694483999441,,
PIGR,2.1049,0.00929235352462563,,,,
PIK3C3,,,-0.12520000000000006,0.01228664023513881,,
PIK3CA,,,-0.2945,0.0035316557102693367,,
PIKFYVE,,,-0.1545,0.030781726235262,,
PIR,,,0.2824,0.00804039942504748,,
PITPNA,-0.1999,0.040792913651959466,,,,
PITRM1,-0.8317000000000001,0.013107600806549337,,,,
PKIG,,,-0.486,0.03781490521267294,,
PLAC9,,,,,0.5707,0.028970523579135026
PLCL1,-0.5532,0.03945192661271061,,,,
PLCL2,,,-0.4692,0.011184450228280685,,
PLD3,-0.5413,0.03839152311832399,,,,
PLEKHG4,-1.5818,0.02482949876260088,,,,
PLEKHJ1,,,,,0.30255,0.042238591898800616
PLEKHM2,,,-0.1336,0.037699603890443724,,
PMPCB,-0.43535,0.014402013648838648,,,,
PNKD,-1.15885,0.02725417269916642,,,,
PNMA1,-1.2193,0.008959458988444875,,,,
PNMA2,-1.0829,0.012031909798163288,,,,
PNO1,-0.42785,0.02052683388530617,,,,
PNPT1,-0.7491500000000001,0.00045217437678328096,,,,
POLB,-0.5578500000000001,0.04704514653248674,,,,
POLDIP3,,,0.2097,0.02065157790054533,,
POLE3,,,,,0.2796,0.005633802536082675
POLL,-0.5474000000000001,0.029663276557537307,,,,
POLR2J,-0.8451500000000001,0.017165179527094752,,,,
POLR3H,-0.43055,0.011798362392152088,,,,
POLRMT,-0.5347999999999999,0.012100646164668941,,,,
PPA1,-0.59075,0.03201677992860664,,,,
PPAT,-0.6373500000000001,0.004183713117786713,,,,
PPDPF,-1.00515,0.005047055092366103,-0.57915,0.04048389341210416,,
PPIF,-0.9128,0.018785918934309292,,,,
PPIL2,,,,,0.14400000000000002,0.030842974515063955
PPP1R13L,0.6244,0.013199882182411094,,,,
PPP1R21,,,-0.2637,0.0025465713015544057,,
PPP1R3D,-1.2002000000000002,0.03302728269233768,,,,
PPP1R9B,,,-0.2112,0.04493766076186943,,
PPP2R2D,,,-0.2056,0.0032226305398533306,,
PPP3CB,,,-0.21520000000000009,0.04268227555176463,,
PPP3R1,,,-0.161,0.024198963896560118,,
PPT2,-0.63465,0.001095081168543932,,,,
PQBP1,-0.37135,0.012551871459963787,,,,
PRAMEF17,3.7674,0.036230983559067925,,,,
PRDX3,,,0.3286,0.019762807684124924,,
PRDX5,-0.7261,0.043662154767940116,,,,
PREX1,-0.8119,0.03541460530306672,,,,
PRKAR1B,-1.10955,0.021731908534069918,,,-1.012,0.0032317037423039755
PRNP,,,-0.5269999999999999,0.02742456305718694,,
PROCR,,,-0.3045,0.04803845131692297,,
PRRC2B,0.1868,0.010742943206602587,,,,
PRRX1,0.5218500000000001,0.018523179818993218,,,,
PRSS8,1.0316,0.0422404396842626,,,-0.536,0.016064970085858082
PRUNE1,,,-0.3822,0.041435689736776284,,
PSD,2.0233,0.029726425048610918,,,,
PSD2,3.0286,0.006587114258430619,,,,
PSMB6,,,0.26899999999999996,0.04195970124151197,,
PSMD12,-0.3561,0.030460458303548286,,,,
PSMD5,0.8855500000000001,0.03011975188361335,,,,
PSMD9,-0.46365,0.007464315732092374,,,,
PSPC1,-0.2872,0.047459449958018735,,,,
PSTPIP2,,,,,0.43799999999999994,0.04364119643822018
PTCD2,,,0.5349999999999999,0.028994643726230156,,
PTCD3,-0.45455,0.02682023724200322,0.099,0.04634660201134659,,
PTGES2,,,0.08024999999999999,0.04031329173872855,,
PTGR2,,,0.17399999999999996,0.0477735383564398,,
PTK7,1.1951,0.002424431770538197,,,,
PTP4A1,-0.8559,0.007199115119186111,,,,
PTPMT1,-0.7464500000000001,0.001953838160679793,,,,
PTPN12,,,,,-0.2077,0.049056937183710125
PTPN14,,,-0.22750000000000006,0.02367159164131887,,
PTPN23,,,-0.16699999999999998,0.03134703231562383,,
PTPN3,,,0.24999999999999994,0.01724389395240769,,
PUS1,-0.6665,8.538979696467201e-05,,,,
PUS10,-0.47885,0.04820166424074588,,,,
PYCR1,-0.76535,0.004445464818022697,,,,
PYGO2,0.5382,0.01557476341162948,,,,
QSOX2,,,,,-0.2465,0.002547709823312805
R3HCC1L,0.6528999999999999,0.0219159834786625,,,,
RAB20,0.98095,0.03936268624231827,,,,
RAB30,1.1201,0.013177657677561155,,,,
RAB3GAP2,0.3545,0.04839818066929739,,,,
RAB3IP,-0.7758999999999999,0.015210126353855768,,,,
RAB9A,,,,,-0.2345,0.04487396038081662
RABEPK,0.4783,0.047212400291043205,,,,
RABGGTB,,,,,0.2245,0.04137572189284395
RAD21,,,,,-0.1468,0.04412027805941022
RALGPS2,,,-0.58899,0.005383868554639134,,
RAN,-0.318,0.022937169377932536,,,,
RAP1A,,,,,-0.13949999999999996,0.04022512436281455
RAP2C,0.54725,0.035282051633536926,,,,
RAPGEF1,,,-0.1628,0.02321531157404088,,
RASA3,,,-0.185,0.021853969485989503,,
RASAL1,,,,,0.8785,0.0010773602094595485
RASSF7,-0.90155,0.02003371336818744,,,,
RBBP4,,,,,0.1782,0.024562943594335654
RBCK1,,,,,0.2291,0.0050973968209646866
RBM19,-0.34535000000000005,0.02063532051207495,,,,
RBM22,,,,,0.28200000000000003,0.04887137772321271
RBM8A,,,0.2475,0.032693412559243136,,
RBP7,-1.2996,0.02756099511577656,,,,
RBSN,,,-0.0995,0.02894777017915093,,
RCC2,,,0.2896,0.025397955919566808,,
RDH12,1.3321,0.005900273823846121,,,,
RDH13,,,0.14065,0.02956980350180325,,
RDH14,,,,,-0.1177,0.034021814822641126
RECK,,,-0.2725,0.046421421766585286,,
REEP6,0.8052,0.04698818807343779,,,,
RELL1,-0.68095,0.028388117677490724,,,,
RFT1,1.1740000000000002,0.01159427675545738,,,,
RFTN1,,,-0.5435000000000001,0.01631411434127419,,
RGN,-1.6357999999999997,0.006386119636971014,,,,
RIC8A,,,-0.2394,0.010713959565819144,,
RIC8B,-0.3305,0.011677302918671358,,,,
RIDA,,,0.4695,0.005077919072029407,,
RINT1,0.7056999999999999,0.008471436766975997,,,,
RIPK1,,,-0.16029000000000002,0.0010353100040515915,,
RIPK3,,,0.7153999999999999,0.008081252231090758,,
RIT1,,,-0.17550000000000004,0.033106782054558984,,
RMDN1,,,0.30400000000000005,0.048003566401500775,,
RNF10,-0.53905,0.031837569344775024,,,,
RNF113A,,,0.12022000000000001,0.004626533231831003,,
RNF114,,,,,0.268,0.027025711415538927
RNF13,,,-0.2996,0.02600233757841069,,
RNF185,0.77525,0.04500311943010148,,,,
RNF220,,,,,-0.53465,0.017696239529118026
RPF1,-0.5895,0.03152310658295136,,,,
RPL13,,,,,0.2345,0.04714007247017183
RPL13A,,,,,0.2045,0.04159546336666455
RPL29,-1.00665,0.005444620602465174,,,,
RPP14,-0.89585,0.015084491545535938,,,,
RPRD1A,-0.34455,0.04578141167342235,,,,
RPS18,-0.1942,0.020539747816863685,,,,
RPS23,,,-0.138825,0.024635531496369843,,
RPS6KA4,,,-0.4335000000000001,0.025852129495143244,,
RPS6KA5,0.6538,0.04057593217237165,,,,
RPUSD3,-0.93115,0.019093838065914755,,,,
RRP7A,-0.6864,0.002137602778070418,,,,
RSBN1L,-0.2062,0.04699451008959617,,,,
RSL24D1,-0.7355,0.016072576672164208,,,,
RUFY3,-0.3023,0.035942396578131745,,,,
RXRA,0.66635,0.0026569715931966014,,,,
RYR1,0.9704,0.03164800320082987,,,,
S100A11,0.059799999999999964,0.040291609117423965,,,,
S100A2,2.9277000000000006,0.0215081314445347,,,,
S100A6,-1.01025,0.011702562630090023,,,,
S100B,,,0.7944999999999999,0.043336092651283714,,
SACM1L,,,,,-0.1044,0.03079014384004898
SAMD9L,,,-0.3562000000000001,0.04534625334375102,,
SAP30BP,-0.3788,0.01989344763204693,,,,
SARS2,-0.78425,0.009172578834583408,,,,
SASH1,,,-0.12150000000000002,0.04616689552077114,,
SAT2,-0.7312500000000001,0.04913821947108076,,,,
SBF2,0.6948999999999999,0.02322852181022532,-0.16299999999999998,0.044963478791609536,,
SCAP,0.049600000000000005,0.047446442182450914,,,,
SCGN,,,,,-0.25,0.023303568724716263
SCO1,,,0.28600000000000003,0.0026167098277229354,,
SCPEP1,,,0.4410000000000001,0.0348861777947966,,
SCYL2,,,,,0.2073,0.00849025423845187
SDF2,0.03055,0.026896459031882904,,,,
SDF2L1,-1.0938,0.003142805431013263,,,,
SDHA,-0.26095,0.028462334898587426,,,,
SEC14L3,-5.5321,0.002059736190131625,,,,
SEC16A,1.2131999999999998,0.040386555161734033,,,,
SEC23A,0.5183500000000001,0.03386027771603448,,,,
SECISBP2,,,-0.17309999999999998,0.041816841497116466,,
SEMA4B,0.91325,0.035883123722780866,,,,
SEPHS1,-0.33919999999999995,0.037043320047314386,,,,
SEPT10,,,,,-0.274,0.010995247044768687
SEPT3,-1.1600499999999998,0.003495465794507607,,,,
SERBP1,,,0.1909,0.016940118995768406,,
SERPINB6,,,,,0.35650000000000004,0.025459013684829224
SETD6,,,-0.374,0.03371883178455005,,
SETX,,,-0.08185,0.047140435898186964,,
SEZ6L2,-0.8141499999999999,0.036724747062389866,,,,
SFN,0.7549,0.01891773060393855,,,,
SH2B1,-0.3052,0.049974375434490674,,,,
SH2D4A,1.3112,0.01199614243322645,0.35600000000000004,0.029418010047946558,,
SH3BGRL3,,,,,0.46399999999999997,0.01771733900519945
SH3BP2,-0.3367,0.02336364345164009,,,,
SH3D19,,,-0.29100000000000004,0.013434431049517758,,
SH3GLB2,0.6173,0.008594294366865445,,,,
SHANK2,-0.7844,0.019079386832637244,,,,
SHANK3,,,-0.2975,0.005392449075436927,,
SHC1,0.4378,0.021706470234883684,,,,
SHISA2,3.55305,0.013132890642500386,,,,
SHMT2,,,0.5329999999999999,0.015196581143512827,,
SIMC1,-0.9802,0.013390578688306324,,,,
SIPA1,,,-0.1565,0.04602482321270413,,
SIX4,-0.738,0.04933991850250751,,,,
SIX5,-0.5002,0.024068723986922176,,,,
SLC12A1,2.5044000000000004,0.03417517333232712,,,,
SLC12A9,,,,,-0.2237,0.02618975566333969
SLC25A10,-0.07024999999999999,0.044767135568500586,0.3335,0.029420374883791223,,
SLC25A13,,,0.591,0.014040366657723563,,
SLC25A15,-0.8261000000000001,0.010815444376883985,,,,
SLC25A18,-0.61395,0.04721241605348101,,,,
SLC25A22,-0.612,0.01871972188913573,0.2535,0.03441952304816622,,
SLC25A29,-0.63795,0.04866634606813057,,,,
SLC25A40,,,0.2636,0.04609406054012462,,
SLC44A4,,,,,-0.643,0.0043449792835452
SLIRP,-0.7871999999999999,0.007749799023120105,,,,
SLITRK1,2.6174,0.022287061384619892,,,,
SMAP2,-0.209,0.03725538048673062,,,,
SMARCA1,,,,,0.5315,0.037351018895614034
SMARCD3,,,-0.4775,0.04866565390935677,,
SMARCE1,,,,,0.19900000000000004,0.007456312037742175
SMCR8,-0.7180500000000001,0.013152799046593994,,,,
SMIM20,,,0.27680000000000005,0.014850494607984628,,
SMOC1,-1.3532000000000002,0.04311712995382922,-0.5785,0.028862281567726026,,
SMPD3,,,0.5505,0.028689961146629136,,
SMYD3,0.8687499999999999,0.01014337314086511,,,,
SMYD4,,,-0.11,0.047457948434592334,,
SNAP25,,,-0.4382,0.03818622900443296,,
SNAPC3,0.47415,0.035781145779939384,,,,
SNAPIN,,,,,0.12389999999999997,0.022756536906860608
SNRPC,,,0.21344000000000002,0.02281815438581256,,
SNRPD2,,,,,0.14800000000000002,0.04298531686614132
SNRPE,,,-0.513,0.04262599812343073,,
SNX11,-0.26245,0.038762276649152536,,,,
SNX17,,,-0.10749999999999997,0.014002541962010406,,
SNX3,,,-0.226,0.04233682912531867,,
SNX4,,,,,-0.13779999999999998,0.048647711740426834
SOAT1,,,,,-0.3854,0.0334854528636938
SORCS2,1.79025,0.019388277910932738,,,,
SOS1,,,-0.1811,0.02437031976191625,,
SP140L,0.7852,0.03264687996352417,,,,
SPARCL1,,,-0.569,0.025870600852104426,,
SPATA5,,,0.11455,0.037139712438978026,,
SPATS2,,,,,0.342,0.020442800531420804
SPEG,,,-0.6384999999999998,0.004947413537877897,,
SPG7,,,0.3401,0.04202007606583301,,
SPRYD4,-0.939,0.012306787901579562,,,,
SPTBN2,,,0.3750000000000001,0.03435756221003128,,
SPTLC3,0.8686500000000001,0.02921991010534856,,,,
SRA1,,,,,0.311,0.018020763071486808
SRSF3,-0.25005,0.03485523546708015,,,,
SRSF9,,,,,0.295,0.034757589245233284
SS18,-0.3215,0.032309280936919135,,,,
SS18L1,-0.8374,0.02427264473269189,,,,
SSNA1,1.16015,0.0007253827186476178,,,,
SSU72,-0.2914,0.049191511788596654,,,,
STARD10,,,0.4057,0.04914365425907093,,
STAT2,0.44685,0.03784767510124009,,,,
STEAP4,-0.8516999999999997,0.02686645763339257,-0.3513000000000001,0.02803728343856724,,
STK24,,,,,-0.18695,0.04546044313848591
STK26,0.57765,0.017960396855271333,,,,
STK38L,-0.21975,0.04242006031630584,,,,
STOML2,-0.4195499999999999,0.030291670732123258,0.2135,0.016918019179464533,,
STON1,,,-0.474,0.03400565527222707,,
STX11,-0.6977,0.04474539927978372,,,,
STX18,1.09525,0.04421609718734428,,,,
STX6,,,,,-0.2485,0.0441379046373203
SUCLA2,-0.53695,0.028701842341685626,,,,
SUCLG1,-0.40125,0.025765715195730017,,,,
SUDS3,-0.32799999999999996,0.04327213974265903,,,-0.03025,0.02242863941316125
SUFU,0.46055,0.03591964129829881,,,,
SULT1A4,,,0.341,0.04887472486676655,,
SUN2,0.75995,0.04382376559741677,,,,
SUOX,,,0.268,0.041080352458259015,,
SUPV3L1,-0.3938999999999999,0.016087134494261926,,,,
SURF4,0.72995,0.02570207140333295,,,,
SYDE1,,,-0.299,0.022089189912451856,,
SYN1,,,0.5065,0.04743300562310214,,
SYNC,,,,,0.562,0.008219566382993721
SYNE3,,,,,-0.2754,0.049128858536488525
SYNJ1,,,-0.2133,0.0056824608168988475,,
TAB2,,,-0.1835,0.020212844341196454,,
TAF9,-0.70045,0.0025889794064090977,,,,
TAMM41,-0.6705,0.007042691258942663,,,,
TARSL2,-0.5011,0.008040194367329657,,,,
TAT,-2.2991000000000006,0.01865960611013133,,,,
TATDN2,-0.4937,0.03596157803712479,,,,
TAX1BP1,-0.54535,0.016765148915522433,,,,
TBC1D20,0.23515,0.019497200563696648,,,,
TBC1D2B,,,-0.31799999999999995,0.01673225330703203,,
TBC1D5,0.2525000000000001,0.03858929207443501,,,,
TBCB,-0.5533,0.017631385259513518,,,,
TBL1X,0.6295,0.021816220164642703,,,,
TBL1XR1,0.54235,0.0035586786919107275,,,,
TBPL1,-0.8566,0.019003182063603758,,,,
TBRG4,-0.8912500000000001,0.007434144581319019,,,,
TCF3,,,0.32716,0.028216538070476086,,
TELO2,,,,,0.30760000000000004,0.04291353180530642
TERF2IP,-0.1872,0.041885561539906295,,,,
TFAM,-0.5837,0.0032469707064877555,0.4305,0.035448870036928905,,
TFAP4,-0.4191,0.033005637187777485,,,,
TFB1M,-0.97765,0.0013794525512759721,,,,
TFB2M,,,,,-0.43175,0.04604944050201944
TGFB3,1.43805,0.037251814741351696,,,,
TGFBI,,,-0.4865,0.023875629366853297,,
THNSL1,-1.30735,0.022319357663152725,,,,
THOC3,,,,,0.17350000000000004,0.035030116093179395
THOC5,,,0.1315,0.03319334175148025,,
THOC6,,,0.22150000000000006,0.04050187690293597,,
THOP1,-0.11205,0.048948696952987904,,,,
THY1,0.9036,0.03461514079945952,-0.4366,0.04306360158570688,,
TIFA,-1.3911,0.015246002641576988,,,,
TIMM10,-0.5272,0.003934839222269854,,,,
TIMM13,,,0.21600000000000005,0.025878739419403853,,
TIMM44,-0.9163,0.0023199536303192287,,,,
TIMM8A,-0.84675,0.020120545296429097,0.2108,0.0124254461247554,,
TIMM9,-0.6898,0.008848635435663563,,,,
TIPIN,-1.6285999999999998,0.030643190067568268,,,,
TLE4,,,-0.5810000000000001,0.036957132180016464,,
TLN1,,,-0.379,0.021018843284908915,,
TMA16,-0.33035,0.013765403347263718,,,,
TMEM106B,,,,,-0.2066,0.010024426874069356
TMEM11,,,0.1958,0.033214043921206714,,
TMEM119,,,-0.5555000000000001,0.033537599698575754,,
TMEM209,,,,,-0.20865,0.017578470142666794
TMEM59,,,-0.1891,0.03892256756399415,,
TMEM70,,,,,-0.494,0.029052788207363667
TMEM87A,,,,,0.2412,0.005324264594776011
TMLHE,,,0.9876,0.013048343435735231,,
TMOD1,,,,,-0.3590000000000001,0.0234364609317186
TNKS1BP1,0.7118000000000001,0.049704586487604036,,,0.1887,0.03973876391071166
TNS2,,,-0.2455,0.033534557996076984,,
TOMM20,,,0.3864,0.031993739976532154,,
TOMM22,-0.61115,0.00809405627996151,,,,
TOMM40,-0.5376500000000001,0.03365445168268489,,,,
TOR1B,1.0046,0.003156672184539277,,,,
TPD52,-0.94155,0.004753440626435262,,,,
TPP2,,,,,-0.2394,0.03778064212156935
TPRG1L,,,0.2064,0.026469717568277096,,
TRABD,-0.5925,0.04999810052240411,,,,
TRAF2,0.3247999999999999,0.04690644082187877,,,,
TRAF7,-0.3652,0.04280001190755472,,,,
TRAP1,-0.5209,0.03546262048503745,,,,
TRIAP1,,,0.4545,0.011190103139723524,,
TRIM14,,,-0.17464000000000002,0.01491116383348175,,
TRIM27,-0.7086499999999999,0.01303874133981449,,,,
TRIM36,-1.47765,0.003951232364775292,,,,
TRIT1,-0.49395,0.01633416708370963,0.2299,0.0133973470312895,,
TRMT5,-0.50605,0.0070332478330706145,,,,
TRUB2,-0.3422,0.021391041253993732,,,,
TSC1,0.66235,0.015092910066456487,,,,
TSEN54,-0.38775,0.037967202353107285,,,,
TST,-0.74975,0.02915147101117338,0.6735,0.02505454825030589,,
TTC12,0.6325999999999999,0.0074981421601802035,,,,
TTC19,,,0.393,0.0025304108986807625,,
TTC9,,,0.4200000000000001,0.038544863857529366,,
TTF2,-0.4222,0.00487521999355998,,,,
TUBGCP3,,,,,-0.08305,0.02533254144467184
TUFM,-0.6836,0.0003966736280799698,,,,
TUSC1,,,,,0.425,0.04943649367526679
TWISTNB,-0.22405000000000005,0.03568807997925043,0.109,0.047430455871649874,,
TXLNA,,,,,0.215,0.026932868459578017
TXNDC16,0.5653,0.046609660977094916,,,,
TXNIP,,,-0.403,0.03007001204699465,,
UBAC1,,,,,-0.23250000000000004,0.02709218372014328
UBAC2,0.6756500000000001,0.023051019173359732,,,,
UBAP2L,-0.7902,0.03522822657805925,,,,
UBE2E3,,,0.4258,0.03936997308618025,,
UBE2O,-0.2476,0.028163229331292037,,,,
UBE2Q1,,,-0.2243,0.03375908486829731,,
UBE2Q2,,,-0.16236,0.01496852695742959,,
UBE2W,,,-0.30289999999999995,0.01665822115316046,,
UBE4A,0.7853000000000001,1.8266498416082143e-05,,,,
UBR1,0.4391000000000001,0.021762896047481464,,,,
UBR2,,,,,-0.1873,0.0054523712042039455
UBR3,,,-0.05055,0.028944218123977638,,
UBXN2B,,,-0.2681,0.04168213196960485,,
UCHL1,-1.0663,0.003869361725622077,,,,
UFD1L,-0.24095,0.016229450140917936,,,,
UGDH,,,,,0.4096000000000001,0.0291821494115446
UGP2,-0.08660000000000001,0.04609470146303103,,,,
UNG,,,0.2855,0.009356718916198364,,
UQCC2,,,0.2665,0.016987099347905266,,
UQCRB,-0.73175,0.0055347305711603905,,,,
UQCRC2,-0.4591,0.03159464576717468,,,,
UQCRFS1,,,0.11450000000000002,0.049432981289557865,,
UQCRH,-0.6038,0.02438145790074906,,,,
URM1,0.71665,0.027548267772732428,,,,
USO1,-0.45495,0.04974875938961064,,,,
USP28,0.4542,0.04265240823511968,,,,
USP36,-0.2856,0.018045547048033232,,,,
USP4,0.62855,0.004471333618606863,,,,
USP48,,,,,0.264,0.018678645532861197
UTP15,-0.2198500000000001,0.03554713755478797,,,,
VAMP7,,,,,-0.3315,0.002091921869405164
VANGL1,,,,,0.7815,0.00970782670448742
VARS2,-0.2843,0.048017708821852766,,,,
VCAM1,-1.0962,0.045079632534083085,,,,
VCAN,1.4450000000000005,0.04467594772597151,-0.6930000000000001,0.04138158037528534,,
VDAC2,-0.52875,0.03227694084864954,,,,
VDAC3,-0.8914,0.032427966443465656,,,,
VWA8,-0.4501999999999999,0.023346622809983557,,,,
VWDE,2.85295,0.03831196580768645,,,,
WAC,-0.336,0.002775595541947636,,,,
WARS2,-0.71115,0.0017542445840844473,0.259,0.02046558123400034,,
WBP11,-0.2442,0.015913870363604296,,,,
WBSCR22,-0.4857,0.04805346966141882,,,,
WDR25,-2.1987,0.017867935811683458,,,,
WDR53,0.1226,0.044715234720308736,,,,
WDR60,0.5007,0.03279920165339398,,,,
WDR62,-1.50895,0.010041998506146795,,,,
WDR81,,,-0.1643,0.0035198806718953757,,
WDR89,,,,,0.494,0.04409784167714293
WEE1,-0.8859999999999999,0.006783185348488983,,,,
WIPF3,-1.6871,0.012287877104839752,,,,
WNT5A,1.7832500000000002,0.006788847734685261,,,,
XPA,-0.4268,0.023484509128334483,,,,
XRCC1,,,0.0631,0.038680449006075125,,
YAP1,0.7531000000000001,0.030472206793652774,,,,
YARS,-0.3082500000000001,0.033879291622052644,,,,
YBX1,,,,,0.31000000000000005,0.02312495028313537
YRDC,-0.4779000000000001,0.02108960544650273,,,,
ZBTB10,-1.24775,0.00342310726332746,,,,
ZBTB38,,,-0.6857,0.037929950308562416,,
ZC3H10,0.6232,0.006841022089649904,,,,
ZC3H7A,,,-0.07705,0.02300049505187298,,
ZC3HAV1,,,-0.01345,0.040844792979559695,,
ZCCHC17,-0.56275,0.020955751190947232,,,,
ZCCHC24,,,-0.23,0.04408835768229883,,
ZCCHC9,,,0.273,0.035275013088382316,,
ZDHHC5,-0.71165,0.03354216901746634,,,,
ZFAND1,-0.6034,0.005791441910550264,,,,
ZFP1,-2.2872,0.0063606065363014,,,,
ZFX,,,-0.102335,0.02576383471309393,,
ZHX2,,,,,0.22205,0.04097668547439864
ZNF148,0.31045,0.009923187893230451,,,,
ZNF226,-1.19415,0.017328326987301485,,,,
ZNF24,-0.4716,0.021201676903310245,,,,
ZNF331,,,-0.3359,0.013400667818773705,,
ZNF385A,0.9369999999999998,0.01901177155020759,,,,
ZNF629,-0.2097,0.0360925559171975,,,,
ZNF654,0.4929,0.04887153054502141,,,,
ZNF768,,,,,0.3755000000000001,0.030998851291269437
ZNHIT3,,,0.13895,0.029161189816158964,,
ZNRD1,,,0.30475,0.01749186803637922,,
ZW10,0.69,0.0025165893919579635,,,,
